scorer,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao,DongshengXiao
bodyparts,l1,l1,l2,l2,l3,l3,m4,m4,m5,m5,m6,m6,r7,r7,r8,r8,r9,r9
coords,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data\DLC_atlas\img000_aug.png,82.33560943603516,181.0239715576172,149.00436401367188,104.18667602539062,253.8458251953125,497.9165954589844,240.76502990722656,92.26805114746094,267.9604797363281,275.2904357910156,294.94012451171875,462.63531494140625,415.0477294921875,133.3021697998047,338.8678894042969,76.8327865600586,344.3927001953125,483.60406494140625
labeled-data\DLC_atlas\img001_aug.png,109.04600524902344,89.93876647949219,187.7860565185547,24.138946533203125,217.15548706054688,435.0185852050781,282.8392028808594,29.71772575378418,275.0264892578125,223.58596801757812,263.3976745605469,406.5333251953125,452.9927673339844,107.45118713378906,381.44573974609375,35.50505447387695,305.88592529296875,442.0091247558594
labeled-data\DLC_atlas\img002_aug.png,109.46388244628906,106.01663208007812,184.70631408691406,38.43036651611328,219.5778045654297,465.7189636230469,289.1221923828125,46.33606719970703,277.1767272949219,241.2090301513672,265.5760498046875,436.1020202636719,465.1058349609375,129.42703247070312,392.9593505859375,53.28569412231445,310.83087158203125,471.93817138671875
labeled-data\DLC_atlas\img003_aug.png,88.00511932373047,123.95037841796875,166.76246643066406,62.81094741821289,185.44789123535156,486.8563232421875,267.9383239746094,71.56765747070312,250.9771270751953,267.5389099121094,232.50851440429688,459.7064208984375,438.6937255859375,157.05723571777344,369.8678894042969,82.22624206542969,280.4317932128906,489.56719970703125
labeled-data\DLC_atlas\img004_aug.png,98.5874252319336,109.48470306396484,163.93370056152344,36.34553146362305,223.7186279296875,448.53662109375,265.9366760253906,41.57807540893555,268.87774658203125,233.2659454345703,265.6632385253906,417.8070983886719,439.29730224609375,113.03034973144531,366.20660400390625,41.47307205200195,310.6723937988281,449.2150573730469
labeled-data\DLC_atlas\img005_aug.png,98.5387954711914,138.55426025390625,177.57737731933594,63.537906646728516,218.31114196777344,468.22662353515625,269.91156005859375,60.39457702636719,264.4747619628906,250.269287109375,264.3739929199219,442.9092712402344,439.9754943847656,134.53709411621094,367.5299072265625,63.599788665771484,309.67169189453125,470.44525146484375
labeled-data\DLC_atlas\img006_aug.png,103.91889190673828,124.48168182373047,175.05152893066406,55.58949279785156,248.68740844726562,465.3760681152344,277.4719543457031,50.58279037475586,284.2519226074219,239.22789001464844,295.4403991699219,436.742919921875,454.8189697265625,110.05397033691406,379.8480224609375,44.66971969604492,339.45782470703125,463.66448974609375
labeled-data\DLC_atlas\img007_aug.png,46.97316360473633,185.4713592529297,106.4373779296875,103.91361999511719,235.59487915039062,506.6638488769531,209.38685607910156,85.76331329345703,241.91546630859375,273.8666687011719,276.7438659667969,466.1797790527344,394.9111633300781,125.97492218017578,310.7037353515625,68.82388305664062,325.38006591796875,487.1423034667969
labeled-data\DLC_atlas\img008_aug.png,74.87377166748047,106.55307006835938,155.54225158691406,42.78562545776367,170.1662139892578,471.2930908203125,259.20111083984375,52.3281364440918,244.6776885986328,249.2516326904297,226.57981872558594,445.8460998535156,433.376220703125,137.75332641601562,361.9663391113281,61.788387298583984,268.46337890625,480.3420104980469
labeled-data\DLC_atlas\img009_aug.png,119.54557800292969,103.33702850341797,200.13497924804688,41.10650634765625,220.93263244628906,473.53216552734375,302.1995544433594,48.815338134765625,288.192138671875,246.3331756591797,275.65411376953125,448.5164794921875,478.7787780761719,135.02403259277344,405.452880859375,56.613956451416016,318.7515869140625,480.92034912109375
labeled-data\DLC_atlas\img010_aug.png,65.89356994628906,105.78118896484375,141.77406311035156,33.570560455322266,198.8507080078125,456.82818603515625,249.7242431640625,30.28275489807129,246.94358825683594,227.72598266601562,249.82266235351562,424.2405700683594,424.8570861816406,106.49282836914062,346.3698425292969,31.5443172454834,296.6592712402344,455.3911437988281
labeled-data\DLC_atlas\img011_aug.png,71.9062271118164,64.47431945800781,153.1630096435547,1.4889048337936401,170.7255859375,434.66424560546875,257.94281005859375,9.183926582336426,237.9130096435547,208.279296875,225.09225463867188,408.8837890625,432.6799621582031,91.37572479248047,363.7078857421875,16.043292999267578,271.177490234375,439.253662109375
labeled-data\DLC_atlas\img012_aug.png,79.89083862304688,106.12118530273438,165.9836883544922,44.53085708618164,168.0364532470703,459.7052001953125,270.239013671875,58.98990249633789,239.22439575195312,245.29788208007812,216.18374633789062,433.5218505859375,428.2822265625,145.3675994873047,364.4809265136719,69.51290130615234,253.42819213867188,470.82958984375
labeled-data\DLC_atlas\img013_aug.png,98.6868667602539,128.32980346679688,165.32420349121094,49.4244499206543,241.89645385742188,474.9565734863281,273.5904541015625,44.53147506713867,278.93048095703125,239.7755584716797,291.8565673828125,436.40777587890625,452.8083801269531,108.49504852294922,373.0086669921875,41.90552520751953,335.51800537109375,464.56829833984375
labeled-data\DLC_atlas\img014_aug.png,54.93364334106445,160.93553161621094,118.00980377197266,84.72757720947266,205.03916931152344,489.9304504394531,218.3878631591797,75.50782775878906,231.11354064941406,262.8653869628906,254.38804626464844,450.9089050292969,392.98394775390625,126.94437408447266,317.1236877441406,67.3265151977539,303.7749938964844,481.7491455078125
labeled-data\DLC_atlas\img015_aug.png,113.50846862792969,77.48400115966797,191.19778442382812,17.88540267944336,200.70050048828125,438.6910400390625,293.72802734375,29.407848358154297,271.8533630371094,218.62681579589844,251.0751190185547,416.84295654296875,458.5843505859375,118.03874206542969,394.6041259765625,39.85700225830078,295.2453308105469,450.2034912109375
